Smiles,clustered_scaffold,ID,scaffold_cluster_label,num_count,Energy
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)c(O)c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_18385,22,5863,-9.6
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)cc([O-])c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_256709,22,5863,-9.88
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)cc([O+])c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_117722,22,5863,-8.84
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)cc(O)c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_37693,22,5863,-9.12
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc([O-])c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_257154,22,5863,-9.34
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc([O+])c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_173648,22,5863,-8.68
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(O)c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_2719,22,5863,-10.11
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)c(O)c3N(C)[SH](C)(C)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_226011,22,5863,-8.99
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(O)c3N(C)[SH](C)(C)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_113953,22,5863,-9.02
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C=O)c3N(C)S)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_239429,22,5863,-7.81
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)cc(O)c3N(C)S)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_218139,22,5863,-7.48
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc([O+])c3N(C)S)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_266576,22,5863,-7.61
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(O)c3N(C)S)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_80898,22,5863,-10.01
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc([O+])c3N)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_286765,22,5863,-8.51
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(O)c3N)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_96985,22,5863,-8.97
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(O)c3NS(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_21752,22,5863,-9.92
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)c(O)c3N[SH](C)(C)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_297178,22,5863,-7.35
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(O)c3N[SH](C)(C)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_210893,22,5863,-9.33
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)c(O)c3NS)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_128398,22,5863,-9.72
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)cc(O)c3NS)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_175242,22,5863,-8.82
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)cc(O)c3OC)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_176257,22,5863,-7.34
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(O)c3O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_113302,22,5863,-8.33
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)cc(O)c3S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_87355,22,5863,-9.55
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(O)c3S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_101102,22,5863,-10.36
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)O)cc3C)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_302127,22,5863,-9.94
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)cc(OC)c3C)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_199723,22,5863,-8.48
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)c(CO)cc3C)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_155605,22,5863,-10.18
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(OC)c3C)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_116705,22,5863,-8.83
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)O)cc3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_132368,22,5863,-9.1
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)cc(OC)c3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_10948,22,5863,-7.61
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)c(OC)c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_50077,22,5863,-7.86
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)O)cc3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_299031,22,5863,-9.99
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)cc(OC)c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_66691,22,5863,-7.29
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(OC)c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_12640,22,5863,-7.62
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cc(CO)cc3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_150776,22,5863,-9.69
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(OC)c3N(C)S)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_194094,22,5863,-7.15
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(OC)c3N)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_248250,22,5863,-9.7
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)c(OC)c3NS(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_82961,22,5863,-9.99
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)cc(OC)c3NS(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_248717,22,5863,-8.5
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(OC)c3NS(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_33125,22,5863,-9.36
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cc(CO)cc3NS(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_226264,22,5863,-10.87
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(OC)c3N[SH](C)(C)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_135834,22,5863,-9.61
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)OC)cc3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_304327,22,5863,-6.97
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)c(COC)cc3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_40170,22,5863,-9.28
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C(C)=C(C)O)ccnc3SS)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_53891,22,5863,-9.2
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C(=O)C(C)S(=O)(=O)F)n3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_234348,22,5863,-8.39
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)O)cn3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_6982,22,5863,-9.93
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)c(COC)nc3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_227749,22,5863,-9.43
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)c(CO)c(N(C)S(C)(=O)=O)c3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_220610,22,5863,-8.51
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)c(CO)c(S(C)(=O)=O)c3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_157832,22,5863,-10.96
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)(O)F)cc3N(C)S)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_160301,22,5863,-9.34
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)=O)nc3N(C)C(F)F)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_172044,22,5863,-10.28
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)O)nc3N(C)C)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_269109,22,5863,-9.43
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)O)nc3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_118611,22,5863,-10.34
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)c(CO)nc3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_91157,22,5863,-9.67
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)=O)nc3N(C)S(=O)(=O)S)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_11710,22,5863,-7.78
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C(=O)N=C(C)C)n3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_95996,22,5863,-9.55
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C(=O)NS(C)(=O)=O)n3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_88570,22,5863,-8.58
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C(=O)O)c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_79375,22,5863,-10.27
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C(=O)O)c3N[SH](C)(C)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_200865,22,5863,-7.69
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cc(C(=O)O)cc3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_179079,22,5863,-8.93
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cc(C(=O)O)cc3NS(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_191251,22,5863,-10.65
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc([C](C(=O)O)C(C)(C)F)cc3C)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_239065,22,5863,-8.43
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C(=O)O)C(C)(C)S(C)(=O)=O)cc3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_54459,22,5863,-10.17
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(CP(C)(C)=O)c3NS(C)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_195465,22,5863,-11.13
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(CP(C)(=O)F)n3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_290021,22,5863,-8.33
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(S)c3NC)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_60107,22,5863,-9.21
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(S)c3N[SH](C)(C)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_165572,22,5863,-7.24
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(S)c3S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_28089,22,5863,-8.41
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(SC)c3C)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_122223,22,5863,-9.39
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)S)cc3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_265114,22,5863,-8.18
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)SC)cc3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_98406,22,5863,-9.59
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(S(C)(C)(C)=O)c3C)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_280370,22,5863,-9.84
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(S(C)(C)(=O)S(C)(=O)=O)c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_187922,22,5863,-9.28
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(S(C)=N)c3N)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_51431,22,5863,-10.2
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)cc(S(C)=O)c3N(C(F)F)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_190687,22,5863,-6.66
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)c(S(C)=O)c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_3682,22,5863,-9.9
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(S(C)=O)c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_2056,22,5863,-8.08
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(S(C)(=O)=O)c3CO)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_254910,22,5863,-9.59
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(S(C)(=O)=O)c3N(C(F)F)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_12557,22,5863,-8.66
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)c(S(C)(=O)=O)c3NS(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_16986,22,5863,-7.59
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)c(S(C)(=O)=O)c3N[SH](C)(C)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_53922,22,5863,-9.59
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)S(C)(=O)=O)cc3C)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_61541,22,5863,-8.43
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)S(C)(=O)=O)cc3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_1565,22,5863,-9.31
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)S(C)(=O)=O)cc3N(C)S)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_225171,22,5863,-10.04
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)S(C)(=O)=O)cc3S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_5563,22,5863,-11.21
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C(C)(C)S(C)(=O)=O)ccc3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_152988,22,5863,-6.8
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)S(C)(=O)=O)nc3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_19883,22,5863,-10.35
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)c([SH](C)(C)=O)c3C)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_34730,22,5863,-10.51
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)c([SH](C)(C)=O)c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_70265,22,5863,-7.42
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc([SH](C)C(=O)F)c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_202479,22,5863,-7.57
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)cc([SH](C)(=O)C(F)(F)F)c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_226368,22,5863,-7.21
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)cc([SH](C)(=O)F)c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_85438,22,5863,-7.99
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)c([SH](C)(=O)[SH](=O)=O)c3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_78870,22,5863,-9.93
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc([SH](=O)=O)c3C)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_283284,22,5863,-9.49
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc([SH](=O)=O)c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_98548,22,5863,-8.24
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)c(S(=O)(=O)CC(C)(C)C)c3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_135356,22,5863,-10.5
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)cc(S(=O)(=O)S(C)(=O)=O)c3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_51107,22,5863,-11.1
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(CSS(C)(=O)=O)n3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_220452,22,5863,-10.36
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccc(S[SH](C)(C)=O)c3C)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_194638,22,5863,-8.37
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(C)S[SH](C)(C)=O)cc3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_95504,22,5863,-10.29
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(F)c3CO)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_224423,22,5863,-9.5
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(F)c3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_4155,22,5863,-10.53
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(F)c3N(C)S(F)(F)F)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_129852,22,5863,-10.0
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)c(F)cc3N(C)C)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_145705,22,5863,-8.88
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(CF)cc3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_5940,22,5863,-10.13
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)c(F)cc3N(C)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_36467,22,5863,-9.87
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)c(F)cc3N[SH](C)(C)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_255038,22,5863,-9.18
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C(C)F)ccc3C)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_37194,22,5863,-7.6
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(F)=C(C)S(C)(=O)=O)cn3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_243286,22,5863,-9.36
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(F)(C(F)F)C(F)F)cn3)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_121397,22,5863,-8.19
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(F)F)cc3CCO)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_100810,22,5863,-8.25
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(F)F)cc3NS(C)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_182131,22,5863,-9.71
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(F)F)cc3N(S(C)(=O)=O)S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_44448,22,5863,-9.76
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(F)F)cc3S(C)(=O)=O)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_75762,22,5863,-9.73
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C(F)(F)F)cc3N(C)[SH](C)(=O)F)n2)cc1,C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,r2_gen_218404,22,5863,-8.21
