drugs,target_pdb_id,targets,drug_smiles
r2_gen_10891,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cccnc3C)n2)cc1
r2_gen_264133,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cccnc3N(C)C)n2)cc1
r2_gen_37597,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cccnc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_116300,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cccnc3N(C)[SH](C)C)n2)cc1
r2_gen_73294,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3ccc(N)cc3C)n2)cc1
r2_gen_194734,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(C)ncc3C)n2)cc1
r2_gen_62421,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(C)nc(C)c3)n2)cc1
r2_gen_197620,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(C)nc(C)n3)n2)cc1
r2_gen_119823,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(C)ncn3)n2)cc1
r2_gen_290735,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(C)nc(N)c3C)n2)cc1
r2_gen_301085,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3ccc(N(C)S(C)(=O)=O)cc3)n2)cc1
r2_gen_58969,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3Nc3ccc(N(C)S(C)(=O)=O)cc3)n2)cc1
r2_gen_303688,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3ccc(N(C)S(C)(=O)=O)cc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_229694,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3Nc3ccc(N(C)S(C)(=O)=O)c(C)c3)n2)cc1
r2_gen_290073,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cccnn3)n2)cc1
r2_gen_303208,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3Nc3ccc(O)cc3)n2)cc1
r2_gen_138243,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C3=C(C)C(=O)C(C)=C3)S(C)(=O)=O)n2)cc1
r2_gen_260612,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(c3ccc(OC)c(C)c3)S(C)(=O)=O)n2)cc1
r2_gen_229629,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C3=C(C)C(=O)C(C)=C(C)C3)S(C)(=O)=O)n2)cc1
r2_gen_234088,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C3=C(C)C(=O)C(C)C(C)=C3)S(C)(=O)=O)n2)cc1
r2_gen_278597,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C3=C(C)C(=O)C(C)=C(C)C3)S(C)(=O)=O)n2)cc1
r2_gen_106409,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C3=C(C)C(=O)C(C)=C(N)C3)S(C)(=O)=O)n2)cc1
r2_gen_78119,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C3(C)C=CS3(=O)=O)S(C)(=O)=O)n2)cc1
r2_gen_110187,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3ccc(S)cc3)n2)cc1
r2_gen_198067,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(F)ccn3)n2)cc1
r2_gen_237559,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(F)cc(N(C)S(C)(=O)=O)c3)n2)cc1
r2_gen_160364,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3ccncc3)n2)cc1
r2_gen_108733,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(c3ccncc3)S(C)(=O)=O)n2)cc1
r2_gen_44460,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3ccnc(C)c3)n2)cc1
r2_gen_64611,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(N(C)C)cc(C)n3)n2)cc1
r2_gen_78798,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(N(C)C)ccn3)n2)cc1
r2_gen_277015,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)cc3Nc3cc(N(C)C)cc(S(C)(=O)=O)c3)n2)cc1
r2_gen_236081,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(N(C)C(C)=O)ccn3)n2)cc1
r2_gen_153661,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3ccnc(C)n3)n2)cc1
r2_gen_107194,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(N)ccn3)n2)cc1
r2_gen_121571,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3ccnc(N)c3)n2)cc1
r2_gen_126212,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3ccnc(NC)c3)n2)cc1
r2_gen_54548,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(N(C)S(C)(=O)=O)ccc3C)n2)cc1
r2_gen_85874,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3Nc3cc(N(C)S(C)(=O)=O)ccc3C)n2)cc1
r2_gen_87573,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3Nc3cc(N(C)S(C)(=O)=O)ccc3C)n2)cc1
r2_gen_186999,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(N(C)S(C)(=O)=O)ccc3N)n2)cc1
r2_gen_121561,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(N(C)S(C)(=O)=O)c(C)cn3)n2)cc1
r2_gen_30106,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(N(C)S(C)(=O)=O)ccn3)n2)cc1
r2_gen_145639,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(N(C)S(C)(=O)=O)cc(N(C)S(C)(=O)=O)c3)n2)cc1
r2_gen_230201,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(N(C)S(C)(=O)=O)nc(C)n3)n2)cc1
r2_gen_213089,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3Nc3cc(N(C)S(C)(=O)=O)nc(C)n3)n2)cc1
r2_gen_116795,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cc(N(S(C)(=O)=O)S(C)(=O)=O)ccc3C)n2)cc1
r2_gen_78743,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=C3CCOC3)n2)cc1
r2_gen_300832,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cnccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_133219,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cnccn3)n2)cc1
r2_gen_122895,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cncc(N(C)S(C)(=O)=O)c3)n2)cc1
r2_gen_187231,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cncnc3)n2)cc1
r2_gen_303692,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cncnc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_15907,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cnc(N(C)S(C)(=O)=O)cn3)n2)cc1
r2_gen_299401,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3c(N(C)S(C)(=O)=O)cccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_24369,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3ncccc3C)n2)cc1
r2_gen_48223,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3Nc3ncccc3C)n2)cc1
r2_gen_301950,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(c3ncccc3C)S(C)(=O)=O)n2)cc1
r2_gen_300572,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3Nc3ncccc3NC(C)=O)n2)cc1
r2_gen_7298,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3ncccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_130659,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3Nc3ncccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_252668,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(c3ncccc3N(C)S(C)(=O)=O)S(C)(=O)=O)n2)cc1
r2_gen_257549,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3ncc(C)cc3C)n2)cc1
r2_gen_116900,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3nc(C)ccc3C)n2)cc1
r2_gen_15492,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3ncccn3)n2)cc1
r2_gen_82157,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3Nc3ncccn3)n2)cc1
r2_gen_235743,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3Nc3nc(C)cnc3N)n2)cc1
r2_gen_180264,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3nccc(N(C)S(C)(=O)=O)n3)n2)cc1
r2_gen_184022,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3Nc3nccc(N(C)S(C)(=O)=O)n3)n2)cc1
r2_gen_302712,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3nccnc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_39422,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)cc3Nc3nccnc3N)n2)cc1
r2_gen_93479,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3nc(C)ncc3C)n2)cc1
r2_gen_175050,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3nc(C)ncc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_146789,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3nc(N)ccc3C)n2)cc1
r2_gen_261766,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3nc(N(C)C)ccc3C)n2)cc1
r2_gen_109956,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(Cc3ccccc3)C(C)=O)n2)cc1
r2_gen_26730,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(Cc3ccccc3C)S(C)(=O)=O)n2)cc1
r2_gen_6294,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)c3ccccc3)n2)cc1
r2_gen_85136,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NCc3ccccc3)n2)cc1
r2_gen_43918,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NCc3ccccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_171526,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)c3ccccc3S(C)(=O)=O)n2)cc1
r2_gen_168952,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N(Cc3cc(C)ccc3C)S(C)(=O)=O)n2)cc1
r2_gen_172751,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NCc3cccc(C)c3)n2)cc1
r2_gen_285236,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)c3cc(C)ccc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_62965,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C(c3cccc(C)c3)S(C)(=O)=O)S(C)(=O)=O)n2)cc1
r2_gen_212425,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(Cc3ccc(C)cc3S(C)(=O)=O)S(C)(=O)=O)n2)cc1
r2_gen_272654,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NCc3ccc(C)c(C)c3)n2)cc1
r2_gen_99092,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NCc3ccc(C)nc3)n2)cc1
r2_gen_58544,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NCc3cccnc3)n2)cc1
r2_gen_271771,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)c3ccc(N(C)S(C)(=O)=O)cc3)n2)cc1
r2_gen_159529,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)c3cc(N(C)S(C)(=O)=O)ccc3C)n2)cc1
r2_gen_299527,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N/C=C3/C(C)=NS3(=O)=O)n2)cc1
r2_gen_301859,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(Cc3cnccc3C)S(C)(=O)=O)n2)cc1
r2_gen_301166,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)cc3NCc3cnc(C)cc3C)n2)cc1
r2_gen_215579,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NCc3cncc(OC)c3)n2)cc1
r2_gen_126662,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NCc3cnc(N(C)S(C)(=O)=O)c(C)c3)n2)cc1
r2_gen_272404,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)c3ncc(C)c(C)c3C)n2)cc1
r2_gen_300949,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NCc3nccnc3N(C)S(C)(=O)=O)n2)cc1
r2_gen_18814,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3NCc3[nH]nc(C)c3C)n2)cc1
r2_gen_69325,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)Cc3ccccc3)n2)cc1
r2_gen_246556,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NCCc3ccccc3)n2)cc1
r2_gen_139047,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3NC(C)c3cccnc3)n2)cc1
r2_gen_208277,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)cc3NC(C)=C3COCC3=O)n2)cc1
r2_gen_240347,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C(C)C(F)F)n2)cc1
r2_gen_64359,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)CCCl)n2)cc1
r2_gen_261871,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=CC(C)C)n2)cc1
r2_gen_94613,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(C)(C)C)n2)cc1
r2_gen_130164,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=C(C)C(C)O)n2)cc1
r2_gen_25790,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(CC(C)C)S(C)(=O)=O)n2)cc1
r2_gen_100210,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(C)(C)CS(C)(=O)=O)n2)cc1
r2_gen_7658,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C(C)(F)F)n2)cc1
r2_gen_58044,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(C)C(F)F)n2)cc1
r2_gen_181572,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C(C(C)(F)F)S(C)(=O)=O)[SH](C)(C)=O)n2)cc1
r2_gen_161557,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C(C)F)n2)cc1
r2_gen_152857,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3NC(C)(C)F)n2)cc1
r2_gen_73135,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3[N+](C)(C)C)n2)cc1
r2_gen_6392,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=C(C)C)n2)cc1
r2_gen_67227,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(C)C)n2)cc1
r2_gen_159547,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NC(c3c(C)cccc3N)C(C)C)n2)cc1
r2_gen_159943,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)C(C)O)n2)cc1
r2_gen_59616,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(CC(C)=O)S(C)(=O)=O)n2)cc1
r2_gen_196508,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)C(C)SC)n2)cc1
r2_gen_75346,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C(C)S(C)(=O)=O)n2)cc1
r2_gen_115298,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)CCS(C)(=O)=O)n2)cc1
r2_gen_32223,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(C)(C)S(C)(=O)=O)n2)cc1
r2_gen_194568,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C(C)=S)n2)cc1
r2_gen_65414,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C(C)S)n2)cc1
r2_gen_146326,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(C)(C)S)n2)cc1
r2_gen_208267,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C(C)(C)S)S(C)(=O)=O)n2)cc1
r2_gen_50696,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C(C)(F)F)S(C)(=O)=O)n2)cc1
r2_gen_291724,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(C)F)n2)cc1
r2_gen_194597,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)Cl)n2)cc1
r2_gen_280,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C)n2)cc1
r2_gen_193459,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(N=Cc3c(C)cccc3N(C)C)n2)cc1
r2_gen_48150,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=[C+]C=CC(C)=C3N(C)C)n2)cc1
r2_gen_147254,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(C)N(C)S(C)(=O)=O)n2)cc1
r2_gen_256451,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C(N)=O)n2)cc1
r2_gen_967,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C(C)=O)c3ccccc3)n2)cc1
r2_gen_206071,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C(C)=O)c3cccc(N(C)S(C)(=O)=O)c3)n2)cc1
r2_gen_238825,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)C(=O)c3ccc([SH](=O)=O)cc3)n2)cc1
r2_gen_160325,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C(C)=O)c3ncccc3C)n2)cc1
r2_gen_28352,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C(=O)C(C)C)n2)cc1
r2_gen_147494,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N(C)C(O)=C(C)C)n2)cc1
r2_gen_21044,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C(=O)C(C)(C)O)n2)cc1
r2_gen_43566,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C(=O)C#N)n2)cc1
r2_gen_227573,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C(C)=O)C(=O)C(=O)O)n2)cc1
r2_gen_10548,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=C(C)O)n2)cc1
r2_gen_15976,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C=O)n2)cc1
r2_gen_10198,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(C)=O)n2)cc1
r2_gen_139654,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C(=O)N(C)C)n2)cc1
r2_gen_11048,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C(=O)O)n2)cc1
r2_gen_197420,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C(=O)SC)n2)cc1
r2_gen_39181,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N(C)C(=O)SC)n2)cc1
r2_gen_72646,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C)C(=O)SC)n2)cc1
r2_gen_35028,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C(=O)S(C)=O)n2)cc1
r2_gen_86840,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(CCO)S(C)(=O)=O)n2)cc1
r2_gen_246878,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C(C)=O)[SH](=O)=O)n2)cc1
r2_gen_156818,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cccc3N(C(C)=O)[SH](=O)=O)n2)cc1
r2_gen_48922,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C(=O)S)n2)cc1
r2_gen_135975,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C(C)=O)S(=O)c3ccccc3)n2)cc1
r2_gen_63513,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C(C)=O)S(=O)O)n2)cc1
r2_gen_165244,,,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C)C(S)C(C)(C)C)n2)cc1
r2_gen_116142,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3NC(C)S(C)(=O)=O)n2)cc1
r2_gen_28999,3BZ3,FAK,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(C(C)S(C)(=O)=O)S(C)(=O)=O)n2)cc1
