Smiles,ID,fp_cluster_label,isCentroid,clustered_scaffold,scaffold_cluster_label,num_count,Energy
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nc(C)ccc3C(=O)Cc3cc(N(C)S(C)(=O)=O)ccc3C)n2)cc1,r2_gen_267862,14,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.38
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nc(C)ccc3C(=O)Nc3ccc(C)cn3)n2)cc1,r2_gen_183319,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.9
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nc(C)ccc3C(=O)Nc3cc(C)ccn3)n2)cc1,r2_gen_173664,17,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.79
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccc(C)c3NCc3ccc(C)cc3C)n2)cc1,r2_gen_74355,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.46
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nc(C)ccc3N(Cc3cc(C)ccn3)S(C)(=O)=O)n2)cc1,r2_gen_290119,17,true,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.21
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nc(C)ccc3N(Cc3ccncc3)S(C)(=O)=O)n2)cc1,r2_gen_112212,17,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.88
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nc(C)ccc3N(C)Sc3cc(C)ccc3C)n2)cc1,r2_gen_106341,17,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.21
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nc(C)ccc3NSc3cc(C)cc(C)c3C)n2)cc1,r2_gen_130555,16,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-10.57
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ncc(C)cc3NS(=O)(=O)c3ccccc3C)n2)cc1,r2_gen_273876,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.88
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ncc(C)cc3S(=O)(=O)Cc3cccc(C)c3)n2)cc1,r2_gen_51469,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.44
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ncc(C)nc3N(C)S(=O)c3cccc(C)c3)n2)cc1,r2_gen_84778,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.73
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccc(N(C)C)c3S(=O)(=O)Cc3ccc(C)cc3)n2)cc1,r2_gen_268140,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.9
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nc(C(F)F)ccc3CNc3cccnc3)n2)cc1,r2_gen_276233,22,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-10.9
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nc(C(F)F)ncc3C(=O)Cc3cc(C)ccn3)n2)cc1,r2_gen_70677,17,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.88
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)Cc3cc(NS(C)(=O)=O)ccc3C)n2)cc1,r2_gen_269213,30,true,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.89
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C(F)F)S(=O)(=O)c3cccnc3)n2)cc1,r2_gen_269980,29,true,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.9
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C(=O)c3cccnc3)S(C)(=O)=O)n2)cc1,r2_gen_262998,17,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.19
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(=O)c3ccc(C)c(C)c3)n2)cc1,r2_gen_74580,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-10.87
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3N(C)S(=O)(=O)c3ccccc3)n2)cc1,r2_gen_24438,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.7
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3NNc3ccc(C)cc3C)n2)cc1,r2_gen_291670,31,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.02
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3NN(c3cc(C)nc(C)c3)S(C)(=O)=O)n2)cc1,r2_gen_275711,17,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.32
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccnc3S(=O)(=O)Cc3cnc(C)nc3N(C)S(C)(=O)=O)n2)cc1,r2_gen_156348,24,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-10.13
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ncncc3N(Cc3cccnc3C)S(C)(=O)=O)n2)cc1,r2_gen_245379,17,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-10.63
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ncncc3N(C)S(=O)c3ccc(C)c(C)c3)n2)cc1,r2_gen_237819,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-10.37
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nc(N)ccc3C(=O)C(C)c3ccccc3C)n2)cc1,r2_gen_184367,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.82
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nc(N)cc(C)c3C(=O)Cc3ccccc3)n2)cc1,r2_gen_262928,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.93
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nc(N(C)S(C)(=O)=O)cnc3N(C)Cc3cccc(C)c3)n2)cc1,r2_gen_143935,17,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-8.3
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ncnnc3N(C)S(=O)(=O)c3ccccc3)n2)cc1,r2_gen_223240,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.21
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nnccc3COc3cc(C)c(C)c(C)c3)n2)cc1,r2_gen_259639,32,true,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.94
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nnccc3N(Cc3ccccc3)C(C)=O)n2)cc1,r2_gen_40924,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-7.98
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nnc(C)cc3N(C)C(=O)c3cncc(C)c3)n2)cc1,r2_gen_172397,13,flase,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-11.25
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NNc3ccccc3N(C)S(=O)(=O)c3ccccn3)n2)cc1,r2_gen_128133,36,true,C1CCC(CCC2CCCCC2CCC2CCCC(CC3CCCCC3)C2)CC1,1,408,-9.83
C#Cc1cccc(Nc2ccc(C)cc(=O)c2)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F,r2_gen_117366,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.49
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(/C=C4\C=CC=CC(N(C)S(C)(=O)=O)=C4)ccc(C)c3S(C)(=O)=O)n2)cc1,r2_gen_250494,41,true,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.21
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3Cc3ccc(N)nc(=O)c3)n2)cc1,r2_gen_96969,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-10.17
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N=c3cccccc3C)n2)cc1,r2_gen_44707,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.6
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N=c3cccccc3)n2)cc1,r2_gen_37329,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-10.09
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N=c3cccccc3N(C)C)n2)cc1,r2_gen_303003,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-8.11
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N=c3cccccc3N(C)S(C)(=O)=O)n2)cc1,r2_gen_66098,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.47
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N=c3cccccc3O)n2)cc1,r2_gen_300445,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-9.47
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N=c3cc(C)cccc3C)n2)cc1,r2_gen_265089,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-8.13
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N=c3ccccc(C)c3)n2)cc1,r2_gen_114943,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.47
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N=c3cccc(C)cc3)n2)cc1,r2_gen_201571,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.68
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3N=c3cccc(C)c(C)c3)n2)cc1,r2_gen_140973,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.58
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Cc3cccc(C)cc3=O)n2)cc1,r2_gen_58915,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-9.6
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Cc3cccc(N(C)S(C)(=O)=O)nc3=O)n2)cc1,r2_gen_150445,40,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.69
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=c3cccccc3)n2)cc1,r2_gen_180587,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.98
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N=c3cccccc3)n2)cc1,r2_gen_60665,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-6.48
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N=c3cccccc3N(C)C(C)C)n2)cc1,r2_gen_300004,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.55
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=c3cccccc3N(C)S(C)(=O)=O)n2)cc1,r2_gen_300517,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.72
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3N=c3cccccc3N(C)S(C)(=O)=O)n2)cc1,r2_gen_300342,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.5
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=c3cccccc3N)n2)cc1,r2_gen_303367,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.48
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3cccccc3=O)n2)cc1,r2_gen_302282,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-8.21
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)ccc3Nc3cccccc3=O)n2)cc1,r2_gen_303663,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-10.32
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=c3cc(C)cccc3C(C)C)n2)cc1,r2_gen_259059,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.84
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=c3ccccc(C)c3)n2)cc1,r2_gen_143341,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.29
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N(c3cccc(C)cc3=O)S(C)(=O)=O)n2)cc1,r2_gen_8050,40,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-8.24
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=c3cc(C)ccc(C)c3)n2)cc1,r2_gen_52519,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.63
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)cc3N=c3cccc(C)c(C)c3)n2)cc1,r2_gen_265672,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.41
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=c3ccccc(N)c3)n2)cc1,r2_gen_196180,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-8.52
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3Nc3ccccc(=O)n3)n2)cc1,r2_gen_253618,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-8.58
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc(C)c3N=c3ccccnc3)n2)cc1,r2_gen_159666,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.52
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C)cc(C)c3N=c3cccccc3)n2)cc1,r2_gen_263268,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-8.09
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cc(C)cc3Nc3ccccc(C)c3=S)n2)cc1,r2_gen_276295,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.66
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)cc(C)nc3N=c3cccccc3)n2)cc1,r2_gen_238634,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.41
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)nc3N=c3cccccc3C)n2)cc1,r2_gen_299642,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-6.47
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccnc3N=c3cccccc3C)n2)cc1,r2_gen_113245,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-8.27
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccnc3N=c3cccccc3)n2)cc1,r2_gen_165267,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.87
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)nc3N=c3cccccc3N(C)C)n2)cc1,r2_gen_298659,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.42
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)nc3N=c3cccccc3N(C)S(C)(=O)=O)n2)cc1,r2_gen_298890,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-6.93
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccnc3N=c3cccccc3N(C)S(C)(=O)=O)n2)cc1,r2_gen_299889,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.91
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccnc3N=c3cccc(C)c(C)c3)n2)cc1,r2_gen_3506,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-7.2
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(C)ccnc3N=c3cccccn3)n2)cc1,r2_gen_216778,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-8.45
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(C)nc3Nc3cccc(=O)c(C)c3)n2)cc1,r2_gen_53782,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-8.65
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(C(F)F)ccc3N=c3cccccc3)n2)cc1,r2_gen_112013,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-8.83
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccnc3N=c3cccccc3C)n2)cc1,r2_gen_300401,39,true,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-9.33
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccncc3N=c3cccccc3)n2)cc1,r2_gen_106870,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-10.25
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C(F)F)S(C)(=O)=O)ccc3N=c3cccc(C)c(C)c3)n2)cc1,r2_gen_171649,40,true,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-6.91
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(N(C)S(C)(=O)=O)ccc3Nc3nc(=O)cccc3C)n2)cc1,r2_gen_212974,40,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-9.29
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnccc3Nc3cccccc3=O)n2)cc1,r2_gen_125312,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-10.58
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cnc(C)nc3Nc3cccc(C)c(=O)c3)n2)cc1,r2_gen_146343,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-9.34
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cncnc3Nc3ccccc(=O)c3C)n2)cc1,r2_gen_80973,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-9.75
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ncccc3Nc3cccc(=O)cc3)n2)cc1,r2_gen_13365,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-10.47
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NC(C)c3cccnc3N=c3ccc(C)cc(C)n3)n2)cc1,r2_gen_36306,39,flase,C1CCC(CC2CCCC(CCC3CCCCC3CC3CCCCCC3)C2)CC1,2,52,-8.21
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=C(C)C=[N+]C(C)=C3)n2)cc1,r2_gen_116229,42,flase,[CH]1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,3,3,-8.78
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=CC(NS(C)(=O)=O)=[N+]C=C3)n2)cc1,r2_gen_11108,42,true,[CH]1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,3,3,-9.96
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=CC([SH](C)(C)=O)=[N+]C=C3N(C)S(C)(=O)=O)n2)cc1,r2_gen_284117,42,flase,[CH]1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1,3,3,-8.72
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=C4C=CC(C)=C(C)C(=CC5=CC=NC5=N4)C3)n2)cc1,r2_gen_264560,43,true,C1CCC(CC2CCCC(CCC3CC4CCCCC3CC3CCCC3C4)C2)CC1,4,1,-8.31
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ncc4cccc(NC)nc3-4)n2)cc1,r2_gen_268276,44,true,C1CCC(CC2CCCC(CCC3CCC4CCCCCC43)C2)CC1,5,1,-8.51
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3nccc4ccccc3-c3ccc(C)cc3C=Cc3ccccc3-4)n2)cc1,r2_gen_82263,45,true,C1CCC(CC2CCCC(CCC3CCCC4CCCCC3C3CCCCC3CCC3CCCCC43)C2)CC1,6,1,-8.19
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NC[C-][C@H](C)c3ccccc3)n2)cc1,r2_gen_233185,46,flase,[CH](CCC1CCCC(CC2CCCCC2)C1)CC1CCCCC1,7,2,-7.66
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NC[S+](C)(C)Cc3cccc(NC)c3C)n2)cc1,r2_gen_237225,46,true,[CH](CCC1CCCC(CC2CCCCC2)C1)CC1CCCCC1,7,2,-10.35
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3c(N(C4C[SH]4(C)(C)C)S(C)(=O)=O)ccc(C)c3N)n2)cc1,r2_gen_128502,47,true,C1CCC(CC2CCCC(CCC3CCCCC3CC3CC3)C2)CC1,8,1,-8.64
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccccc3C(C)=C3CC(C)(C)N=S3C)n2)cc1,r2_gen_220747,49,true,C1CCC(CC2CCCC(CC3CCCCC3CC3CCCC3)C2)CC1,9,2,-8.58
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccccc3Nc3ccc(C)s3)n2)cc1,r2_gen_253113,48,true,C1CCC(CC2CCCC(CC3CCCCC3CC3CCCC3)C2)CC1,9,2,-9.31
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cccc4nc(C)ccc3-c3ncccc3-c3ccc(C)cc3O4)n2)cc1,r2_gen_302395,50,true,C1CCC(CC2CCCC(CCC3CCCC4CCCCC3C3CCCCC3C3CCCCC3C4)C2)CC1,10,1,-6.32
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NC3SSC3(C)c3cnccn3)n2)cc1,r2_gen_274996,51,true,C1CCC(CC2CCCC(CC3CCC3C3CCCCC3)C2)CC1,11,1,-9.75
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=C(Cc4cccc(C)c4)C=C3OC)n2)cc1,r2_gen_269222,53,true,C1CCC(CC2CCCC(CCC3CCC3CC3CCCCC3)C2)CC1,12,2,-7.98
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3[nH]n(C(C)=O)c3C(=O)c3ccccc3C)n2)cc1,r2_gen_171693,52,true,C1CCC(CC2CCCC(CCC3CCC3CC3CCCCC3)C2)CC1,12,2,-10.21
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NN[S+](C)(C)CP(=O)(Cc3ccccc3)Cc3cccnc3)n2)cc1,r2_gen_118201,54,true,[CH](CCC1CCCC(CC2CCCCC2)C1)CC(CC1CCCCC1)CC1CCCCC1,13,1,-10.8
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=C(C)C=CC4=CC=CC=CC=C3CC(=O)N4S(C)(=O)=O)n2)cc1,r2_gen_7458,55,flase,C1CCCC2CCCC(CC1)CCCC2CCC1CCCC(CC2CCCCC2)C1,14,2,-8.41
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCC3=C(C)C=CC4=CC=CN=CC=C3CC(=O)N4C)n2)cc1,r2_gen_22862,55,true,C1CCCC2CCCC(CC1)CCCC2CCC1CCCC(CC2CCCCC2)C1,14,2,-9.33
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3cc(=O)nccc3N3C(=O)C(C)=C(C)S3(=O)=O)n2)cc1,r2_gen_272755,56,true,C1CCC(CC2CCCC(CCC3CCCCCC3C3CCCC3)C2)CC1,15,1,-9.13
